"Tabela 3553 - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência com rendimento de trabalho e Valor do rendimento nominal médio mensal e mediano mensal de todos os trabalhos, das pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, com rendimento de trabalho, segundo a situação do domicílio, o sexo, a cor ou raça, o nível de instrução, a condição de contribuição para instituto de previdência oficial em qualquer trabalho e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência e com rendimento de trabalho (Pessoas)"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Ano x Situação do domicílio x Sexo x Cor ou raça"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Total"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Total"
"Cód.";"Brasil e Município";"Nível de instrução";"Condição de contribuição para instituto de previdência oficial em qualquer trabalho";"Grupo de idade";"Total"
"3532306";"Natividade da Serra (SP)";"Total";"Não contribuintes";"Total";"1262"
"3532405";"Nazaré Paulista (SP)";"Total";"Total";"Total";"6573"
"3532405";"Nazaré Paulista (SP)";"Total";"Contribuintes";"Total";"3556"
"3532405";"Nazaré Paulista (SP)";"Total";"Não contribuintes";"Total";"3017"
"3532504";"Neves Paulista (SP)";"Total";"Total";"Total";"4576"
"3532504";"Neves Paulista (SP)";"Total";"Contribuintes";"Total";"2998"
"3532504";"Neves Paulista (SP)";"Total";"Não contribuintes";"Total";"1578"
"3532603";"Nhandeara (SP)";"Total";"Total";"Total";"4979"
"3532603";"Nhandeara (SP)";"Total";"Contribuintes";"Total";"3071"
"3532603";"Nhandeara (SP)";"Total";"Não contribuintes";"Total";"1908"
"3532702";"Nipoã (SP)";"Total";"Total";"Total";"1952"
"3532702";"Nipoã (SP)";"Total";"Contribuintes";"Total";"1451"
"3532702";"Nipoã (SP)";"Total";"Não contribuintes";"Total";"501"
"3532801";"Nova Aliança (SP)";"Total";"Total";"Total";"2874"
"3532801";"Nova Aliança (SP)";"Total";"Contribuintes";"Total";"1948"
"3532801";"Nova Aliança (SP)";"Total";"Não contribuintes";"Total";"926"
"3532827";"Nova Campina (SP)";"Total";"Total";"Total";"2779"
"3532827";"Nova Campina (SP)";"Total";"Contribuintes";"Total";"1825"
"3532827";"Nova Campina (SP)";"Total";"Não contribuintes";"Total";"954"
"3532843";"Nova Canaã Paulista (SP)";"Total";"Total";"Total";"937"
"3532843";"Nova Canaã Paulista (SP)";"Total";"Contribuintes";"Total";"426"
"3532843";"Nova Canaã Paulista (SP)";"Total";"Não contribuintes";"Total";"510"
"3532868";"Nova Castilho (SP)";"Total";"Total";"Total";"502"
"3532868";"Nova Castilho (SP)";"Total";"Contribuintes";"Total";"315"
"3532868";"Nova Castilho (SP)";"Total";"Não contribuintes";"Total";"186"
"3532900";"Nova Europa (SP)";"Total";"Total";"Total";"4636"
"3532900";"Nova Europa (SP)";"Total";"Contribuintes";"Total";"3704"
"3532900";"Nova Europa (SP)";"Total";"Não contribuintes";"Total";"932"
"3533007";"Nova Granada (SP)";"Total";"Total";"Total";"9346"
"3533007";"Nova Granada (SP)";"Total";"Contribuintes";"Total";"6622"
"3533007";"Nova Granada (SP)";"Total";"Não contribuintes";"Total";"2725"
"3533106";"Nova Guataporanga (SP)";"Total";"Total";"Total";"921"
"3533106";"Nova Guataporanga (SP)";"Total";"Contribuintes";"Total";"639"
"3533106";"Nova Guataporanga (SP)";"Total";"Não contribuintes";"Total";"282"
"3533205";"Nova Independência (SP)";"Total";"Total";"Total";"1318"
"3533205";"Nova Independência (SP)";"Total";"Contribuintes";"Total";"1012"
"3533205";"Nova Independência (SP)";"Total";"Não contribuintes";"Total";"306"
"3533254";"Novais (SP)";"Total";"Total";"Total";"2232"
"3533254";"Novais (SP)";"Total";"Contribuintes";"Total";"1787"
"3533254";"Novais (SP)";"Total";"Não contribuintes";"Total";"444"
"3533304";"Nova Luzitânia (SP)";"Total";"Total";"Total";"1703"
"3533304";"Nova Luzitânia (SP)";"Total";"Contribuintes";"Total";"1311"
"3533304";"Nova Luzitânia (SP)";"Total";"Não contribuintes";"Total";"392"
"3533403";"Nova Odessa (SP)";"Total";"Total";"Total";"25412"
"3533403";"Nova Odessa (SP)";"Total";"Contribuintes";"Total";"20059"
"3533403";"Nova Odessa (SP)";"Total";"Não contribuintes";"Total";"5353"
"3533502";"Novo Horizonte (SP)";"Total";"Total";"Total";"18022"
"3533502";"Novo Horizonte (SP)";"Total";"Contribuintes";"Total";"12686"
"3533502";"Novo Horizonte (SP)";"Total";"Não contribuintes";"Total";"5335"
"3533601";"Nuporanga (SP)";"Total";"Total";"Total";"3263"
"3533601";"Nuporanga (SP)";"Total";"Contribuintes";"Total";"2389"
"3533601";"Nuporanga (SP)";"Total";"Não contribuintes";"Total";"874"
"3533700";"Ocauçu (SP)";"Total";"Total";"Total";"1957"
"3533700";"Ocauçu (SP)";"Total";"Contribuintes";"Total";"1090"
"3533700";"Ocauçu (SP)";"Total";"Não contribuintes";"Total";"868"
"3533809";"Óleo (SP)";"Total";"Total";"Total";"1266"
"3533809";"Óleo (SP)";"Total";"Contribuintes";"Total";"697"
"3533809";"Óleo (SP)";"Total";"Não contribuintes";"Total";"569"
"3533908";"Olímpia (SP)";"Total";"Total";"Total";"24455"
"3533908";"Olímpia (SP)";"Total";"Contribuintes";"Total";"18278"
"3533908";"Olímpia (SP)";"Total";"Não contribuintes";"Total";"6176"
"3534005";"Onda Verde (SP)";"Total";"Total";"Total";"1775"
"3534005";"Onda Verde (SP)";"Total";"Contribuintes";"Total";"1305"
"3534005";"Onda Verde (SP)";"Total";"Não contribuintes";"Total";"470"
"3534104";"Oriente (SP)";"Total";"Total";"Total";"2799"
"3534104";"Oriente (SP)";"Total";"Contribuintes";"Total";"2159"
"3534104";"Oriente (SP)";"Total";"Não contribuintes";"Total";"640"
"3534203";"Orindiúva (SP)";"Total";"Total";"Total";"2872"
"3534203";"Orindiúva (SP)";"Total";"Contribuintes";"Total";"2116"
"3534203";"Orindiúva (SP)";"Total";"Não contribuintes";"Total";"757"
"3534302";"Orlândia (SP)";"Total";"Total";"Total";"18979"
"3534302";"Orlândia (SP)";"Total";"Contribuintes";"Total";"14947"
"3534302";"Orlândia (SP)";"Total";"Não contribuintes";"Total";"4032"
"3534401";"Osasco (SP)";"Total";"Total";"Total";"312463"
"3534401";"Osasco (SP)";"Total";"Contribuintes";"Total";"242377"
"3534401";"Osasco (SP)";"Total";"Não contribuintes";"Total";"70086"
"3534500";"Oscar Bressane (SP)";"Total";"Total";"Total";"1094"
"3534500";"Oscar Bressane (SP)";"Total";"Contribuintes";"Total";"661"
"3534500";"Oscar Bressane (SP)";"Total";"Não contribuintes";"Total";"433"
"3534609";"Osvaldo Cruz (SP)";"Total";"Total";"Total";"14617"
"3534609";"Osvaldo Cruz (SP)";"Total";"Contribuintes";"Total";"10456"
"3534609";"Osvaldo Cruz (SP)";"Total";"Não contribuintes";"Total";"4160"
"3534708";"Ourinhos (SP)";"Total";"Total";"Total";"47735"
"3534708";"Ourinhos (SP)";"Total";"Contribuintes";"Total";"34823"
"3534708";"Ourinhos (SP)";"Total";"Não contribuintes";"Total";"12912"
"3534757";"Ouroeste (SP)";"Total";"Total";"Total";"3904"
"3534757";"Ouroeste (SP)";"Total";"Contribuintes";"Total";"2419"
"3534757";"Ouroeste (SP)";"Total";"Não contribuintes";"Total";"1485"
"3534807";"Ouro Verde (SP)";"Total";"Total";"Total";"3124"
"3534807";"Ouro Verde (SP)";"Total";"Contribuintes";"Total";"2192"
"3534807";"Ouro Verde (SP)";"Total";"Não contribuintes";"Total";"932"
"3534906";"Pacaembu (SP)";"Total";"Total";"Total";"5354"
"3534906";"Pacaembu (SP)";"Total";"Contribuintes";"Total";"3245"
"3534906";"Pacaembu (SP)";"Total";"Não contribuintes";"Total";"2109"
"3535002";"Palestina (SP)";"Total";"Total";"Total";"5339"
"3535002";"Palestina (SP)";"Total";"Contribuintes";"Total";"3482"
"3535002";"Palestina (SP)";"Total";"Não contribuintes";"Total";"1857"
"3535101";"Palmares Paulista (SP)";"Total";"Total";"Total";"5634"
"3535101";"Palmares Paulista (SP)";"Total";"Contribuintes";"Total";"4899"
"3535101";"Palmares Paulista (SP)";"Total";"Não contribuintes";"Total";"735"
"3535200";"Palmeira d'Oeste (SP)";"Total";"Total";"Total";"4907"
"3535200";"Palmeira d'Oeste (SP)";"Total";"Contribuintes";"Total";"2194"
"3535200";"Palmeira d'Oeste (SP)";"Total";"Não contribuintes";"Total";"2713"
"3535309";"Palmital (SP)";"Total";"Total";"Total";"9087"
"3535309";"Palmital (SP)";"Total";"Contribuintes";"Total";"6216"
"3535309";"Palmital (SP)";"Total";"Não contribuintes";"Total";"2871"
"3535408";"Panorama (SP)";"Total";"Total";"Total";"6723"
"3535408";"Panorama (SP)";"Total";"Contribuintes";"Total";"4064"
"3535408";"Panorama (SP)";"Total";"Não contribuintes";"Total";"2659"
"3535507";"Paraguaçu Paulista (SP)";"Total";"Total";"Total";"17773"
"3535507";"Paraguaçu Paulista (SP)";"Total";"Contribuintes";"Total";"13331"
"3535507";"Paraguaçu Paulista (SP)";"Total";"Não contribuintes";"Total";"4443"
"3535606";"Paraibuna (SP)";"Total";"Total";"Total";"7692"
"3535606";"Paraibuna (SP)";"Total";"Contribuintes";"Total";"4731"
"3535606";"Paraibuna (SP)";"Total";"Não contribuintes";"Total";"2961"
"3535705";"Paraíso (SP)";"Total";"Total";"Total";"2974"
"3535705";"Paraíso (SP)";"Total";"Contribuintes";"Total";"2307"
"3535705";"Paraíso (SP)";"Total";"Não contribuintes";"Total";"667"
"3535804";"Paranapanema (SP)";"Total";"Total";"Total";"8027"
"3535804";"Paranapanema (SP)";"Total";"Contribuintes";"Total";"5333"
"3535804";"Paranapanema (SP)";"Total";"Não contribuintes";"Total";"2694"
"3535903";"Paranapuã (SP)";"Total";"Total";"Total";"1838"
"3535903";"Paranapuã (SP)";"Total";"Contribuintes";"Total";"921"
"3535903";"Paranapuã (SP)";"Total";"Não contribuintes";"Total";"917"
"3536000";"Parapuã (SP)";"Total";"Total";"Total";"5102"
"3536000";"Parapuã (SP)";"Total";"Contribuintes";"Total";"3241"
"3536000";"Parapuã (SP)";"Total";"Não contribuintes";"Total";"1862"
"3536109";"Pardinho (SP)";"Total";"Total";"Total";"2732"
"3536109";"Pardinho (SP)";"Total";"Contribuintes";"Total";"1940"
"3536109";"Pardinho (SP)";"Total";"Não contribuintes";"Total";"792"
"3536208";"Pariquera-Açu (SP)";"Total";"Total";"Total";"7815"
"3536208";"Pariquera-Açu (SP)";"Total";"Contribuintes";"Total";"4876"
"3536208";"Pariquera-Açu (SP)";"Total";"Não contribuintes";"Total";"2939"
"3536257";"Parisi (SP)";"Total";"Total";"Total";"1049"
"3536257";"Parisi (SP)";"Total";"Contribuintes";"Total";"640"
"3536257";"Parisi (SP)";"Total";"Não contribuintes";"Total";"409"
"3536307";"Patrocínio Paulista (SP)";"Total";"Total";"Total";"6115"
"3536307";"Patrocínio Paulista (SP)";"Total";"Contribuintes";"Total";"4327"
"3536307";"Patrocínio Paulista (SP)";"Total";"Não contribuintes";"Total";"1788"
"3536406";"Paulicéia (SP)";"Total";"Total";"Total";"2664"
"3536406";"Paulicéia (SP)";"Total";"Contribuintes";"Total";"1847"
"3536406";"Paulicéia (SP)";"Total";"Não contribuintes";"Total";"818"
"3536505";"Paulínia (SP)";"Total";"Total";"Total";"41887"
"3536505";"Paulínia (SP)";"Total";"Contribuintes";"Total";"33998"
"3536505";"Paulínia (SP)";"Total";"Não contribuintes";"Total";"7889"
"3536570";"Paulistânia (SP)";"Total";"Total";"Total";"808"
"3536570";"Paulistânia (SP)";"Total";"Contribuintes";"Total";"641"
"3536570";"Paulistânia (SP)";"Total";"Não contribuintes";"Total";"167"
"3536604";"Paulo de Faria (SP)";"Total";"Total";"Total";"4003"
"3536604";"Paulo de Faria (SP)";"Total";"Contribuintes";"Total";"2586"
"3536604";"Paulo de Faria (SP)";"Total";"Não contribuintes";"Total";"1418"
"3536703";"Pederneiras (SP)";"Total";"Total";"Total";"19268"
"3536703";"Pederneiras (SP)";"Total";"Contribuintes";"Total";"14640"
"3536703";"Pederneiras (SP)";"Total";"Não contribuintes";"Total";"4628"
"3536802";"Pedra Bela (SP)";"Total";"Total";"Total";"2777"
"3536802";"Pedra Bela (SP)";"Total";"Contribuintes";"Total";"1019"
"3536802";"Pedra Bela (SP)";"Total";"Não contribuintes";"Total";"1758"
"3536901";"Pedranópolis (SP)";"Total";"Total";"Total";"1166"
"3536901";"Pedranópolis (SP)";"Total";"Contribuintes";"Total";"681"
"3536901";"Pedranópolis (SP)";"Total";"Não contribuintes";"Total";"486"
"3537008";"Pedregulho (SP)";"Total";"Total";"Total";"7453"
"3537008";"Pedregulho (SP)";"Total";"Contribuintes";"Total";"5618"
"3537008";"Pedregulho (SP)";"Total";"Não contribuintes";"Total";"1835"
"3537107";"Pedreira (SP)";"Total";"Total";"Total";"22713"
"3537107";"Pedreira (SP)";"Total";"Contribuintes";"Total";"17523"
"3537107";"Pedreira (SP)";"Total";"Não contribuintes";"Total";"5190"
"3537156";"Pedrinhas Paulista (SP)";"Total";"Total";"Total";"1417"
"3537156";"Pedrinhas Paulista (SP)";"Total";"Contribuintes";"Total";"964"
"3537156";"Pedrinhas Paulista (SP)";"Total";"Não contribuintes";"Total";"452"
"3537206";"Pedro de Toledo (SP)";"Total";"Total";"Total";"3737"
"3537206";"Pedro de Toledo (SP)";"Total";"Contribuintes";"Total";"1986"
"3537206";"Pedro de Toledo (SP)";"Total";"Não contribuintes";"Total";"1751"
"3537305";"Penápolis (SP)";"Total";"Total";"Total";"28625"
"3537305";"Penápolis (SP)";"Total";"Contribuintes";"Total";"21621"
"3537305";"Penápolis (SP)";"Total";"Não contribuintes";"Total";"7005"
"3537404";"Pereira Barreto (SP)";"Total";"Total";"Total";"10764"
"3537404";"Pereira Barreto (SP)";"Total";"Contribuintes";"Total";"7276"
"3537404";"Pereira Barreto (SP)";"Total";"Não contribuintes";"Total";"3488"
"3537503";"Pereiras (SP)";"Total";"Total";"Total";"3914"
"3537503";"Pereiras (SP)";"Total";"Contribuintes";"Total";"2404"
"3537503";"Pereiras (SP)";"Total";"Não contribuintes";"Total";"1509"
"3537602";"Peruíbe (SP)";"Total";"Total";"Total";"24778"
"3537602";"Peruíbe (SP)";"Total";"Contribuintes";"Total";"12124"
"3537602";"Peruíbe (SP)";"Total";"Não contribuintes";"Total";"12655"
"3537701";"Piacatu (SP)";"Total";"Total";"Total";"2422"
"3537701";"Piacatu (SP)";"Total";"Contribuintes";"Total";"1652"
"3537701";"Piacatu (SP)";"Total";"Não contribuintes";"Total";"770"
"3537800";"Piedade (SP)";"Total";"Total";"Total";"23596"
"3537800";"Piedade (SP)";"Total";"Contribuintes";"Total";"11612"
"3537800";"Piedade (SP)";"Total";"Não contribuintes";"Total";"11984"
"3537909";"Pilar do Sul (SP)";"Total";"Total";"Total";"10249"
"3537909";"Pilar do Sul (SP)";"Total";"Contribuintes";"Total";"6017"
"3537909";"Pilar do Sul (SP)";"Total";"Não contribuintes";"Total";"4232"
"3538006";"Pindamonhangaba (SP)";"Total";"Total";"Total";"65769"
"3538006";"Pindamonhangaba (SP)";"Total";"Contribuintes";"Total";"45429"
"3538006";"Pindamonhangaba (SP)";"Total";"Não contribuintes";"Total";"20340"
"3538105";"Pindorama (SP)";"Total";"Total";"Total";"7168"
"3538105";"Pindorama (SP)";"Total";"Contribuintes";"Total";"5532"
"3538105";"Pindorama (SP)";"Total";"Não contribuintes";"Total";"1636"
"3538204";"Pinhalzinho (SP)";"Total";"Total";"Total";"6380"
"3538204";"Pinhalzinho (SP)";"Total";"Contribuintes";"Total";"3627"
"3538204";"Pinhalzinho (SP)";"Total";"Não contribuintes";"Total";"2753"
"3538303";"Piquerobi (SP)";"Total";"Total";"Total";"1304"
"3538303";"Piquerobi (SP)";"Total";"Contribuintes";"Total";"876"
"3538303";"Piquerobi (SP)";"Total";"Não contribuintes";"Total";"427"
"3538501";"Piquete (SP)";"Total";"Total";"Total";"5128"
"3538501";"Piquete (SP)";"Total";"Contribuintes";"Total";"3320"
"3538501";"Piquete (SP)";"Total";"Não contribuintes";"Total";"1807"
"3538600";"Piracaia (SP)";"Total";"Total";"Total";"12113"
"3538600";"Piracaia (SP)";"Total";"Contribuintes";"Total";"7131"
"3538600";"Piracaia (SP)";"Total";"Não contribuintes";"Total";"4983"
"3538709";"Piracicaba (SP)";"Total";"Total";"Total";"177619"
"3538709";"Piracicaba (SP)";"Total";"Contribuintes";"Total";"137294"
"3538709";"Piracicaba (SP)";"Total";"Não contribuintes";"Total";"40325"
"3538808";"Piraju (SP)";"Total";"Total";"Total";"13789"
"3538808";"Piraju (SP)";"Total";"Contribuintes";"Total";"9330"
"3538808";"Piraju (SP)";"Total";"Não contribuintes";"Total";"4459"
"3538907";"Pirajuí (SP)";"Total";"Total";"Total";"9872"
"3538907";"Pirajuí (SP)";"Total";"Contribuintes";"Total";"6903"
"3538907";"Pirajuí (SP)";"Total";"Não contribuintes";"Total";"2969"
"3539004";"Pirangi (SP)";"Total";"Total";"Total";"5555"
"3539004";"Pirangi (SP)";"Total";"Contribuintes";"Total";"3772"
"3539004";"Pirangi (SP)";"Total";"Não contribuintes";"Total";"1784"
"3539103";"Pirapora do Bom Jesus (SP)";"Total";"Total";"Total";"6450"
"3539103";"Pirapora do Bom Jesus (SP)";"Total";"Contribuintes";"Total";"4442"
